date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-08-13,-3.19,-2.95,78.12,255.63,0.72,0.11,3.18,26.40,13.29,0.99,1.32,2.34,27.81,113.69,28.64,38.96,93976.25,228540.91,20.92,75.15,1829.50,12967.94,7878.97,584.01,811.82,592.58,122.42,100329.19,330940.41,5651640.71,36776017.08,113107.16,20080.51,327875.98,3696069.33,2141653.25,164079.45,189593.31,453445.71,4265504.16,9504570.72,3136769.84,2207860.47
2024-08-14,-2.81,-2.51,79.13,262.41,0.88,0.11,3.97,28.58,21.10,1.45,1.28,2.56,34.03,80.49,27.11,37.41,95209.53,234623.50,25.03,73.31,2283.47,13711.15,12384.88,852.47,789.33,625.80,134.30,116293.52,234406.43,8156886.55,37369169.64,124954.71,26644.59,511897.47,4387989.36,3727478.83,235937.55,175797.48,497951.91,5914309.28,7869493.83,2590912.16,2393843.81
2024-08-15,-3.29,-3.26,77.60,247.98,1.27,0.08,2.04,22.85,13.46,0.67,1.28,2.60,33.40,96.65,38.11,45.59,93394.93,221716.71,41.26,55.17,1176.52,11317.52,7857.43,392.50,785.27,583.59,135.95,-1345.82,13600.60,4349384.79,42829495.55,198714.77,33953.04,83844.24,3822265.38,3254052.71,90436.78,137279.63,587732.39,7920115.56,5062156.37,1903313.43,1466718.67
2024-08-16,-2.83,-3.91,82.65,244.77,0.96,0.00,2.59,20.62,12.14,0.90,1.29,2.44,31.56,101.49,33.39,50.06,99123.55,219015.70,37.96,0.00,1488.68,10321.71,7095.37,528.74,792.97,585.36,116.20,83088.33,204953.19,7988280.63,31420640.23,123515.84,0.00,179588.25,2784414.13,1893235.84,119964.21,149605.73,389565.29,4697183.92,8397815.96,2177542.40,2657972.36
2024-08-17,-2.58,-8.16,82.46,216.18,0.77,0.00,3.53,19.56,6.96,1.38,1.23,1.61,26.72,106.78,31.12,59.57,98915.31,193104.85,28.58,0.00,2032.71,9699.53,4058.13,816.33,755.22,565.50,86.69,33123.82,-89715.77,8720507.64,17316098.70,62724.99,0.00,371928.47,2297945.96,854811.65,191097.79,74135.88,219574.05,3576595.37,8107761.77,7589.78,-221839.56
2024-08-18,-2.18,-5.55,87.48,231.06,0.71,0.00,5.23,32.25,14.07,2.34,1.33,1.96,40.30,33.02,36.79,62.01,105080.22,206552.70,24.66,0.00,3013.97,14894.58,8338.51,1381.37,818.79,628.85,135.42,106887.94,-40658.50,12773557.18,28258646.94,97948.43,0.00,920841.09,5156440.48,2926961.18,438410.42,112670.55,455112.86,7800388.11,4455150.50,1197378.97,1027302.07
2024-08-19,-2.71,-5.00,93.04,233.99,0.81,0.10,2.65,24.29,12.33,0.76,1.34,2.25,38.16,81.71,45.40,60.55,111459.13,209344.03,30.11,102.88,1523.85,11709.18,7218.81,449.13,830.73,581.10,106.37,123840.58,-17507.28,9560106.47,25250813.47,90113.98,19198.52,248593.29,3134103.75,2000842.80,96752.61,113208.82,387435.61,5646965.26,7670368.10,1270008.92,787600.86
2024-08-20,-2.69,-7.83,87.23,222.06,0.67,0.00,2.37,16.87,6.60,0.61,1.34,2.09,28.18,134.99,38.43,53.79,104464.03,198266.92,27.14,0.00,1364.30,8445.13,3890.24,360.57,826.68,543.26,76.11,-17769.01,37750.37,4352567.20,19248074.19,60375.06,0.00,105858.80,2078420.40,850021.15,81309.45,100897.81,248400.71,3925708.50,7395454.10,582561.87,340055.14
2024-08-21,-2.83,-5.96,79.86,212.82,0.85,0.00,2.48,17.72,8.90,1.24,1.33,1.89,30.18,119.97,36.00,63.50,96018.30,190269.30,33.12,0.00,1427.21,8516.22,5245.96,733.48,824.39,533.62,75.42,40630.09,-71159.29,6333057.98,16721124.89,60433.74,0.00,217922.54,1888196.35,1103919.66,147855.56,89433.39,237856.51,3317021.36,8042412.02,7690.64,-335702.24
2024-08-22,-2.58,-6.54,80.98,221.39,0.85,0.07,3.67,23.56,12.78,1.39,1.29,2.51,39.69,82.41,37.68,67.67,97430.04,197658.02,33.41,84.88,2111.29,10866.71,7678.02,821.82,798.64,560.11,90.41,40965.35,-190038.08,6180538.42,19341090.87,68116.68,143332.93,810122.68,3550787.17,3520094.58,197187.88,88686.77,838880.90,4379747.89,6073351.11,9730.32,-833416.77
2024-08-23,-1.99,-7.06,82.25,223.80,0.88,0.02,2.03,9.80,3.98,0.06,1.34,1.43,37.12,108.72,45.39,63.57,98431.54,199515.74,34.09,20.40,1166.35,4755.94,2327.30,35.11,827.61,537.52,56.13,-1797.17,-42650.25,2905525.17,17819457.37,61122.91,565.52,47024.50,817725.62,350659.31,5124.35,85390.93,124877.26,1978117.70,3649267.57,132533.92,-428017.68
2024-08-24,-2.56,-8.30,76.47,203.16,0.78,0.00,1.63,3.26,3.63,0.00,1.40,1.80,33.29,105.24,33.07,70.51,91550.25,180733.24,30.48,0.78,939.29,1441.77,2165.51,0.00,861.96,530.65,33.09,-87527.25,-217198.82,429941.24,9929577.41,30285.37,23.22,5824.71,246923.18,73223.43,0.00,52180.92,114013.58,1203838.32,2450314.78,-565334.70,-2573542.76
2024-08-25,-2.09,-3.82,66.96,213.15,0.67,0.00,0.98,1.51,2.93,0.00,1.35,1.48,25.00,131.79,26.72,52.14,80329.36,189675.63,25.04,0.00,564.09,656.60,1985.25,0.00,832.08,528.32,38.93,-57848.47,-96361.07,-1688311.65,14760774.08,56792.94,0.00,-30658.80,176139.65,192176.20,0.00,64317.70,106788.97,932213.75,790738.73,286709.81,-919761.04
2024-08-26,-2.60,-7.16,76.17,204.79,1.02,0.01,2.05,11.35,4.14,0.41,1.17,2.12,34.08,122.03,42.45,70.29,91399.10,182448.12,37.98,6.78,1181.56,4938.45,2454.17,240.95,715.40,504.03,39.22,-39173.54,-186840.36,1250549.94,12129939.11,48039.54,-408.09,62460.44,935217.35,343444.49,41231.03,57993.06,178418.98,1935422.31,1990967.45,-457967.64,-1395933.38
2024-08-27,-2.37,-6.61,70.93,220.90,1.73,0.00,2.00,3.51,3.48,0.00,1.11,1.72,26.93,137.67,38.40,70.83,84971.13,197115.96,49.75,0.00,1148.81,1654.31,2042.14,0.00,677.17,504.47,40.71,-52209.04,-103932.56,-1748233.15,18802223.31,122789.04,0.00,-96442.28,445284.60,451736.57,0.00,93599.63,100871.22,1810077.49,-1181686.32,252504.72,-1442324.22
2024-08-28,-2.09,-8.33,76.45,204.68,2.04,0.00,1.73,6.45,1.50,0.00,1.02,1.42,26.52,150.22,35.63,73.77,91528.27,182130.64,57.50,3.24,994.57,2869.30,957.39,0.00,621.89,488.88,23.33,-49226.04,-302207.58,-1509498.33,10178102.82,85368.75,345.17,-40796.95,480943.55,71760.15,0.00,49581.69,95389.03,1097337.66,443820.63,-778347.19,-2596028.54
2024-08-29,-1.97,-7.80,79.40,215.16,1.37,0.03,1.40,6.63,3.00,0.04,1.34,1.52,33.16,125.50,41.63,76.18,94790.10,191733.67,40.95,46.89,807.91,2936.72,1829.26,21.42,822.73,508.20,49.47,-31251.59,-213193.46,-430813.76,17894231.61,108349.35,23946.11,52387.87,1257437.17,487593.90,1202.34,115434.20,129161.59,1938325.67,1440760.27,-340194.81,-2270735.20
2024-08-30,-1.86,-4.79,70.13,205.11,1.55,0.00,1.96,4.46,1.92,0.00,1.37,1.41,22.03,151.95,34.00,78.30,84125.17,182655.08,48.02,0.00,1129.54,1996.04,1139.73,0.00,844.74,479.17,19.65,-65971.92,-140337.49,-2113936.83,10686882.75,67405.99,0.00,-63167.97,394865.10,109655.82,0.00,66242.68,25234.58,601536.01,-924927.05,-626462.96,-2688535.62
2024-08-31,-1.66,-11.48,68.72,193.40,1.67,0.00,1.96,5.38,1.87,0.00,1.36,1.18,25.00,146.82,27.92,76.11,82461.91,172017.59,42.83,0.00,1126.68,2687.67,1112.71,0.00,843.58,483.61,7.56,-74880.45,-377255.69,-2348587.00,6754694.22,57420.80,0.00,-75476.78,447566.73,123090.65,0.00,46812.47,28627.37,552244.06,-2322774.33,-796015.39,-3188028.82
2024-09-01,-1.48,-11.93,68.38,192.19,1.53,0.00,1.96,5.86,1.87,0.00,1.30,0.68,23.51,142.50,24.85,74.51,82080.39,170810.45,38.86,0.00,1130.12,3020.67,1114.96,0.00,801.07,492.64,6.19,-62495.65,-406233.51,-2967285.16,7134869.00,57231.73,0.00,-87337.88,405728.47,135495.49,0.00,46872.36,32197.01,488541.61,-2780393.34,-803894.02,-3338848.43
2024-09-02,-1.57,-8.66,79.25,193.96,1.77,0.00,1.80,7.98,2.93,0.49,1.08,1.47,27.96,150.33,38.19,81.32,94782.11,172723.38,45.79,1.50,1037.94,4083.25,1918.48,289.51,672.42,476.48,20.05,-48372.26,-257027.81,34079.15,6920355.84,54159.45,139.15,-4259.63,484387.90,253251.29,63572.26,22808.84,72816.18,907957.51,1502216.28,-1134592.84,-3043645.86
2024-09-03,-1.94,-8.43,95.29,210.62,1.66,0.00,2.00,10.45,6.20,1.35,0.80,2.04,44.06,75.25,46.59,84.40,112918.24,187885.47,51.12,0.00,1149.17,5295.92,4111.16,795.35,509.30,548.30,60.78,18030.61,-155554.50,6200854.31,12098118.32,56344.88,0.00,152368.18,909363.53,872087.90,203827.71,19089.25,319135.51,3984388.99,4154417.62,79395.15,-988232.32
2024-09-04,-2.17,-7.30,74.22,206.68,1.79,0.00,1.97,8.58,1.28,0.00,0.94,1.09,25.31,142.79,37.17,76.29,88193.21,184086.77,53.44,0.00,1133.88,4705.63,801.73,0.00,592.33,491.64,18.60,-69790.22,-230638.15,-1618895.37,9521448.56,61765.25,0.00,-77190.43,464488.14,83107.76,0.00,30642.40,32582.16,510306.10,-1280414.00,-465155.19,-2359073.71
2024-09-05,-2.18,-7.32,78.31,199.15,2.00,0.00,1.97,6.85,0.63,0.06,1.20,2.15,30.78,157.72,35.44,47.31,92843.11,177351.38,58.15,0.00,1133.60,3717.41,384.42,33.48,743.16,498.60,25.26,-29070.24,-178481.20,945795.07,8151904.47,68322.94,0.00,-30064.01,367139.08,37698.53,-2045.73,33096.79,101899.63,1112079.87,1657326.80,-511604.36,-913559.72
2024-09-06,-2.41,-9.09,77.92,192.96,1.47,0.01,1.96,6.48,2.94,0.00,1.10,1.70,34.97,132.08,46.04,67.13,92473.99,171893.71,46.55,20.66,1130.91,3411.79,2147.56,1.98,677.92,489.51,40.49,3530.27,-293599.60,2255160.31,7975791.95,48113.67,29883.41,324884.48,372200.84,428002.72,33.73,33176.59,193754.02,1465498.33,4866408.45,-258192.63,-223985.30
2024-09-07,-2.25,-9.08,86.39,198.58,1.66,0.06,1.96,6.42,4.57,0.50,0.95,1.69,38.15,70.38,44.05,78.73,102542.21,177008.07,47.90,71.20,1128.75,3364.21,3360.27,295.07,591.75,551.71,41.04,-73858.58,-195095.52,2807598.67,9765183.45,69832.02,-1220.06,83204.48,358922.97,426143.98,65728.92,30277.13,129472.91,2053025.08,2675414.62,-713918.62,-2369636.78
2024-09-08,-2.18,-6.72,62.70,202.11,1.98,0.01,1.96,5.83,3.16,0.00,0.79,1.29,29.58,121.12,35.96,64.81,74712.96,179917.74,57.46,12.90,1128.46,3053.90,2076.23,0.00,506.50,500.51,72.16,-75118.54,-126939.36,-775160.52,25523893.16,184345.58,1677.28,-19557.81,1125237.62,238694.17,0.00,71223.44,446825.53,2525106.12,2548438.60,-478491.41,-2153929.45
2024-09-09,-2.01,-7.25,81.74,204.48,2.09,0.04,3.01,7.23,6.34,0.00,0.91,1.97,37.04,103.72,47.01,75.54,97372.71,182485.37,60.70,59.50,1733.99,3628.73,4444.82,0.00,571.05,516.79,49.29,-35715.72,-187257.60,2823231.78,13653991.19,123066.51,11029.91,281531.54,778741.86,912745.68,0.00,56510.62,211942.45,1846477.50,2676236.43,-267906.27,-1256081.90
2024-09-10,-2.60,-5.54,97.65,222.68,2.04,0.05,3.64,11.09,9.26,0.00,1.12,2.01,44.63,47.96,52.98,75.52,116620.77,198994.44,57.57,71.94,2098.26,5211.79,6678.85,0.00,695.86,587.46,69.77,-3942.07,51122.61,5137731.18,18369741.36,147639.15,11457.28,473042.54,1279883.89,1349471.88,0.00,81649.47,265620.59,2640360.92,2413673.24,855764.67,391376.26
2024-09-11,-2.73,-6.35,95.44,221.03,2.02,0.01,2.38,7.49,4.76,0.00,1.03,2.01,43.07,81.77,44.10,70.14,113732.90,197030.44,57.77,15.54,1370.28,3761.08,3550.93,0.00,640.58,565.48,54.40,8576.87,-2379.07,3132823.31,15564266.46,124238.98,3112.39,154770.69,649477.89,545249.69,0.00,55622.72,164418.74,2131786.94,2774745.98,486130.76,-98099.02
2024-09-12,-2.41,-3.61,87.15,229.75,1.53,0.00,2.09,10.15,5.31,0.00,1.12,1.86,42.91,86.85,35.79,70.64,103961.29,204770.44,47.26,0.00,1202.19,4809.15,3239.36,0.00,695.25,560.04,58.29,-18939.33,-49063.48,2771524.22,16586296.63,100867.64,0.00,50992.83,897080.24,558793.94,0.00,57301.39,166856.83,2756600.40,3765019.88,935200.23,-388552.59
2024-09-13,-2.60,-5.93,100.56,206.56,2.09,0.06,2.34,12.00,5.93,0.03,1.13,2.24,47.44,71.84,45.63,75.96,119937.76,183880.17,58.92,49.67,1346.43,5527.26,3780.74,19.30,705.10,557.79,57.41,40828.72,-76620.89,4769708.00,13856916.87,118475.80,8081.41,117215.92,1009508.02,555389.76,2183.23,52192.23,194533.02,2854756.66,4059730.28,365871.51,-184380.69
2024-09-14,-2.23,-9.33,86.48,189.80,1.38,0.00,2.01,8.11,1.16,0.01,0.96,1.78,39.84,114.68,38.68,76.01,103401.54,168697.72,37.28,0.00,1156.51,4035.63,782.73,4.12,613.15,507.39,27.25,-76090.52,-320774.32,1028245.03,8414941.52,53359.90,0.00,12741.88,458205.31,34558.66,-143.27,28393.54,118605.26,1559278.03,1944496.54,-1328142.06,-2967659.87
2024-09-15,-2.43,-9.23,81.11,193.58,1.59,0.00,1.96,6.59,5.07,0.40,0.88,1.77,39.46,103.62,37.92,87.46,97044.74,172077.12,41.01,0.00,1127.74,3346.91,3228.66,237.15,562.20,505.08,35.79,-118681.13,-351078.21,1149977.71,10285605.14,71314.28,0.00,-34382.72,474563.86,600589.28,38564.82,31016.74,195191.95,1936971.33,1997125.25,-1119129.21,-4177789.35
2024-09-16,-2.69,-7.06,91.57,204.11,1.97,0.21,1.87,12.75,7.34,0.84,0.78,1.93,45.26,99.51,40.57,86.63,109254.12,181605.92,56.30,146.44,1079.14,6012.35,4538.82,495.91,500.18,518.61,53.74,-23820.02,-232176.56,3744454.43,13632911.70,93243.98,24622.37,69735.89,1168316.37,786917.83,88945.59,33432.11,168395.82,3174326.52,3715346.22,-419853.98,-1685296.18
2024-09-17,-2.89,-5.08,91.24,204.95,2.01,0.00,3.00,18.93,8.79,1.21,1.20,2.53,48.09,74.48,41.13,86.96,108172.12,182372.97,59.09,4.27,1724.83,8566.45,5703.33,714.74,752.39,534.36,70.11,15535.90,-107447.10,6906695.05,14744657.32,118177.61,715.79,356630.97,1881009.42,1200971.57,206775.56,58565.51,338018.13,3503379.04,4477309.29,-121296.96,-1153675.99
2024-09-18,-2.26,-5.90,77.45,195.77,1.51,0.03,2.03,9.40,4.93,0.83,1.25,1.73,35.39,126.35,30.30,94.95,92122.69,174099.54,47.91,48.72,1167.47,4775.42,3290.76,488.29,772.23,482.46,42.46,-59775.68,-239925.42,1089495.50,10875304.68,78242.94,41448.95,154263.59,762689.16,1165968.09,299117.12,48271.63,252238.96,1792801.50,2573277.95,-801225.18,-3857967.41
2024-09-19,-3.38,-7.82,84.49,197.46,1.94,0.14,1.98,7.23,4.67,0.37,1.20,2.32,36.41,133.91,33.58,80.84,100355.33,175428.22,55.42,147.75,1141.47,3816.25,3245.74,217.44,749.48,495.61,34.19,-6999.29,-191428.49,1456773.71,10300920.28,85345.57,14354.29,64068.99,482661.29,487113.07,77874.53,51439.59,107540.88,953371.97,2444939.75,-578985.97,-2384541.72
2024-09-20,-2.85,-7.42,75.87,199.82,2.04,0.00,1.45,10.12,3.04,0.35,1.14,2.45,35.68,131.85,37.19,83.82,90247.40,177856.94,57.69,0.00,836.59,5063.29,1963.57,209.30,707.24,482.01,31.65,-32303.87,-230979.80,353712.24,10823733.62,88766.00,0.00,9518.36,690350.67,193732.11,23093.99,46390.78,105493.76,1298064.47,2101014.98,-873892.10,-2632806.58
2024-09-21,-1.90,-9.08,70.39,192.13,1.92,0.00,1.97,7.35,2.55,0.00,1.10,1.24,28.24,127.43,28.87,83.65,83676.83,170836.64,54.26,0.00,1135.37,3814.03,1640.59,0.96,684.72,488.65,21.47,-85771.31,-376764.16,-602564.96,8249140.15,65219.63,0.00,-19173.41,357264.40,63686.78,-73.75,25274.40,46962.55,785989.53,880498.91,-1006288.54,-3705441.56
2024-09-22,-1.74,-8.84,70.61,194.57,1.75,0.03,1.79,7.16,4.63,0.28,1.06,1.42,33.20,102.17,23.69,84.98,83961.18,173290.93,45.05,42.89,1030.89,3581.03,3036.37,162.82,659.34,514.37,32.70,-57121.12,-339328.77,-186948.33,9498359.17,63247.36,9075.74,47160.43,552691.96,630828.09,46192.06,33578.23,99482.67,1527115.21,1472173.33,-693838.25,-3415199.21
2024-09-23,-1.77,-8.24,83.36,211.51,1.97,0.28,2.77,11.54,12.70,0.16,0.74,1.66,47.39,69.82,38.08,88.99,98726.21,188334.67,56.21,382.34,1548.79,5580.75,8207.16,92.68,455.40,540.81,171.86,309839.60,-152607.42,5157403.21,17598199.62,127656.60,1450618.47,1536849.04,6289557.84,19011789.77,24980.16,45962.08,3855476.64,4395109.63,2955630.24,-56971.77,1050716.45
2024-09-24,-2.21,-4.92,96.77,224.37,2.10,0.13,1.14,13.56,10.19,0.55,0.61,1.69,53.74,50.55,33.11,76.68,114722.84,199704.50,59.75,176.27,658.81,6372.18,6521.13,326.46,369.00,589.37,99.04,73531.77,-78048.27,7872551.84,20324459.06,158664.95,156285.25,284926.71,2130548.54,3441618.60,112877.27,40211.18,398772.80,5185586.66,4059935.10,507597.62,1297034.00
2024-09-25,-1.64,-3.92,100.85,224.86,1.69,0.00,1.69,10.61,7.04,0.44,0.56,1.11,50.16,85.79,25.48,60.97,119437.18,199865.49,51.16,5.56,973.67,5156.64,4380.73,259.08,334.04,584.19,74.00,65082.20,-120661.94,7514534.68,15989207.86,113886.75,751.00,150730.19,927076.74,794278.25,64058.38,24148.11,106147.84,3887553.10,6271230.13,465806.06,1439497.91
2024-09-26,-1.86,-2.08,85.73,236.60,2.16,0.16,1.31,14.03,11.91,0.33,0.56,1.67,51.31,97.14,26.69,60.72,101699.87,209871.55,60.71,115.57,754.10,6854.10,6975.69,196.62,335.28,557.43,85.06,6100.28,141393.63,3774838.54,24966157.78,215470.92,31353.69,30480.32,1694604.43,1659987.63,39855.72,54432.54,174659.21,4544384.19,5232730.89,1074213.49,1592971.22
2024-09-27,-1.88,-3.07,86.93,219.00,1.84,0.07,1.32,15.74,4.94,0.32,0.62,1.36,46.71,70.42,36.23,78.35,103069.26,194018.14,53.72,51.56,757.75,7414.16,2913.15,189.05,369.20,552.60,74.07,-9569.65,61352.95,4207519.62,19582386.66,141158.47,12934.66,18527.99,1447784.90,644377.48,42874.54,49261.40,157056.26,3715390.12,4148610.25,712568.35,393715.96
2024-09-28,-1.81,-6.14,59.98,201.04,1.50,0.00,1.63,5.59,0.35,0.00,0.58,1.17,26.70,123.89,37.07,73.59,71644.83,178036.46,39.03,0.00,936.43,3061.92,299.98,0.00,344.35,484.38,29.88,-84458.46,9015.38,-1768144.44,12403067.84,80333.49,0.00,-58629.03,413039.21,-8007.88,0.00,30868.06,43028.87,693416.90,94222.32,-20692.38,-2307692.07
2024-09-29,-1.92,-6.62,68.70,196.98,1.61,0.00,1.71,7.92,2.31,0.33,0.71,1.58,30.97,109.21,40.00,66.48,81790.76,174650.51,40.24,0.00,986.94,4015.97,1342.34,192.12,428.36,506.66,94.42,-42038.76,-69281.56,786148.38,30068865.11,202998.18,0.00,-32770.39,1709564.21,1518135.52,27861.78,100881.63,568284.41,5609199.84,1519459.40,-137446.40,-840770.27
2024-09-30,-1.91,-4.45,76.97,211.68,1.83,0.00,1.97,14.37,3.54,0.45,0.75,1.53,42.60,65.64,54.91,88.41,91535.11,188096.36,50.25,4.76,1134.70,6604.78,2042.93,267.92,456.99,519.80,63.67,-41490.09,-1751.87,2831442.42,17706666.21,134843.29,690.89,95491.60,1553076.01,468226.15,59595.96,54371.62,177271.59,2345664.12,2661953.82,686488.95,19550.06
2024-10-01,-1.90,-6.62,75.22,204.90,0.96,0.09,2.61,15.04,2.81,0.67,1.07,1.60,46.91,61.21,58.51,92.86,89387.45,182053.76,30.48,96.41,1502.64,6962.07,1719.63,396.47,657.29,508.68,73.39,-37829.80,-141676.75,4424587.15,18821291.22,84665.20,25374.13,165473.58,1781239.58,500511.04,110552.64,72762.27,297775.96,4154189.32,3491698.40,-213275.72,-1006656.34
2024-10-02,-2.50,-4.12,70.69,205.55,1.34,0.02,2.60,8.73,1.93,0.53,1.03,1.74,50.32,76.50,55.00,84.87,83247.89,182697.16,39.33,11.47,1496.35,4415.83,1189.67,312.19,631.87,494.47,75.72,-13631.27,2751.46,4434349.50,17698792.44,97860.93,292.04,155590.43,997069.62,326345.08,79955.08,72117.62,200263.08,4538389.05,6027734.37,1118707.89,-223089.88
2024-10-03,-1.66,-4.89,63.40,194.81,2.15,0.00,1.98,5.06,0.76,0.00,0.81,1.18,36.54,111.54,50.15,90.24,74928.14,172909.29,61.80,0.93,1142.67,2789.57,447.33,0.00,499.49,457.88,38.24,-42202.42,-39177.73,-411516.18,13029298.75,122416.45,72.21,-33740.54,369458.42,97012.62,0.00,48820.53,88098.57,1519434.86,1360073.37,471208.33,-1613773.08
2024-10-04,-2.16,-5.63,68.38,200.66,2.16,0.00,1.99,4.17,1.12,0.01,0.90,1.76,36.53,110.96,36.47,87.53,81263.49,177838.84,58.96,0.00,1143.39,2313.98,798.91,4.99,558.60,484.49,43.47,-38610.60,-149501.35,1295500.86,13083000.48,103444.45,0.00,-7603.80,267528.12,123903.12,983.32,42087.04,144837.38,2100635.11,1683341.88,-232083.91,-1564756.17
2024-10-05,-1.78,-8.93,66.50,173.77,2.06,0.00,1.99,3.71,0.56,0.00,0.58,1.15,29.56,129.88,32.49,83.72,79513.55,153846.90,57.03,0.00,1148.12,2113.59,372.57,0.00,367.33,460.77,18.92,-76925.75,-361716.06,-243291.47,6816443.26,62349.04,0.00,-36265.24,194678.05,55663.67,0.00,24214.70,67854.70,772093.45,631728.98,-979780.06,-3267706.79
2024-10-06,-2.01,-9.32,58.75,166.34,1.97,0.01,1.99,6.80,2.32,0.21,0.71,1.14,23.29,135.00,32.61,92.16,70392.62,147792.35,54.54,14.87,1145.00,3564.42,1603.96,125.35,454.14,439.76,27.55,-59412.96,-407559.92,-1158899.53,9766025.43,112580.09,2758.84,27944.81,788506.72,407844.45,31083.54,43562.64,120470.66,782698.12,-198899.79,-893282.72,-2700735.08
2024-10-07,-2.29,-8.35,67.97,181.64,2.05,0.00,1.99,7.07,3.37,0.48,0.65,1.56,35.27,119.09,40.76,87.72,81110.60,161583.56,57.09,0.00,1143.65,3679.01,2446.57,281.66,415.26,465.16,50.50,-142210.12,-321999.56,1610074.80,14866219.17,161654.28,0.00,-85405.56,1024365.13,579732.01,59994.57,57721.31,104524.13,1978568.30,2313778.82,-936089.26,-4630749.96
2024-10-08,-1.91,-3.50,81.29,219.01,2.17,0.13,1.59,9.81,5.49,0.69,0.51,1.57,52.80,69.54,59.51,79.45,96566.81,195175.26,60.30,140.23,913.60,4952.89,3550.99,408.28,322.23,522.52,95.42,78818.49,149526.36,4682161.72,25636630.85,247506.10,27743.74,51685.57,1445932.67,848128.76,95555.14,58334.89,226700.01,4674264.63,5698030.70,3742038.99,3654125.12
2024-10-09,-3.19,-2.97,78.55,217.42,1.86,0.01,1.04,11.34,3.84,0.69,0.57,2.29,48.65,77.45,51.18,78.18,93927.40,193554.58,49.66,11.09,597.58,5526.96,2605.53,409.79,353.33,523.95,79.14,41589.94,98176.53,3222839.83,21903091.16,198559.24,1783.72,19086.52,1584182.59,566902.12,104019.45,62432.28,277260.48,4039625.57,4981859.38,2236801.12,784551.90
2024-10-10,-3.16,-5.57,63.74,205.41,1.91,0.00,1.97,8.84,2.20,0.32,0.81,1.89,37.39,94.23,51.30,93.92,76027.07,183024.16,52.83,0.00,1136.04,4489.09,1336.68,189.40,495.51,480.44,53.31,-35382.35,-152759.15,422977.17,17924196.36,166345.11,0.00,-10895.67,1244793.69,391784.30,17616.41,72165.79,145722.28,2064785.19,2119782.44,-279116.16,-1317898.75
2024-10-11,-2.85,-4.34,64.48,206.63,1.84,0.00,2.46,6.99,2.79,0.44,0.95,2.33,42.91,88.52,47.30,95.23,76900.96,184343.03,53.37,0.00,1416.15,3709.19,1743.38,260.78,581.42,484.10,67.79,9571.76,-119187.79,1797982.52,20663592.53,185551.32,0.00,32896.95,1221733.96,452757.98,30823.69,103771.89,175139.37,2606923.16,3514841.39,566152.11,422045.29
2024-10-12,-2.66,-4.68,63.65,197.35,0.98,0.00,1.96,5.74,2.64,0.27,1.01,1.89,43.51,73.69,43.32,93.01,75899.58,176072.10,27.37,0.94,1126.78,3070.56,1598.45,160.45,619.35,495.67,58.35,-95499.51,-140111.69,655180.69,15804327.32,70099.37,625.93,-13725.73,614774.65,406538.69,31943.50,69232.27,141844.37,2425948.82,3300287.83,1463677.95,-4094167.55
2024-10-13,-2.41,-5.46,62.98,190.79,1.30,0.00,2.00,6.68,3.13,0.52,1.09,1.82,43.40,74.80,45.58,80.67,75213.32,169367.25,29.58,0.00,1149.03,3424.31,1952.62,303.94,669.90,497.36,57.75,-41577.51,-72237.91,3184243.08,12872222.70,73827.11,0.00,96545.99,526953.38,354730.13,86232.71,38783.05,238878.34,3707401.57,2786889.48,384977.02,1247039.09
2024-10-14,-2.56,-2.90,68.10,226.07,1.51,0.00,1.09,8.55,3.52,0.22,1.12,1.45,42.80,82.03,36.30,78.31,81219.68,200946.22,39.83,0.00,625.27,4337.09,2249.67,127.70,683.24,531.93,67.75,31895.90,103554.12,2023358.85,20583259.45,119035.63,0.00,29204.49,948034.61,409458.17,17077.04,92560.94,85436.06,2630535.06,2923582.14,1516744.33,2459742.16
