date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2025-06-18,-8.28,-5.87,88.86,293.51,0.25,0.03,14.38,31.79,41.43,3.47,0.58,6.88,63.20,53.18,34.29,46.46,103304.53,263192.85,17.41,50.12,7985.50,13340.30,27066.41,2048.71,345.15,628.38,147.56,1084885.35,413733.15,27543490.37,70444568.72,222418.67,10044.05,5239270.69,10196936.47,20827717.47,1163261.28,111451.37,4249615.24,18425666.00,11792588.19,3219903.25,4577222.83
2025-06-19,-7.86,-4.27,91.57,283.32,0.00,0.00,13.60,23.54,25.45,2.15,0.57,6.10,51.02,88.77,39.70,51.69,106716.07,254121.74,18.12,0.03,7557.51,9855.72,15818.61,1265.87,342.95,594.72,288.00,837654.73,179310.95,14872335.64,38812120.52,76462.10,5.02,2383921.42,3865060.84,5041901.03,379031.40,66515.68,1322757.65,9014442.71,13189325.74,2748452.23,3927032.29
2025-06-20,-6.36,-4.81,98.30,290.98,0.62,0.00,10.10,23.28,21.25,2.33,0.77,6.13,46.30,66.09,46.29,50.52,115484.43,260893.12,37.32,0.00,5642.75,9663.32,13395.34,1372.37,467.75,624.37,150.81,566130.10,325687.41,13619167.49,39869832.60,141368.30,0.00,1763915.77,3764779.74,4124459.48,422203.24,96070.74,1241239.67,7604798.58,8948587.37,3827618.43,3884760.94
2025-06-21,-5.69,-6.93,96.93,275.86,0.51,0.00,2.03,12.16,4.46,1.24,0.83,4.72,37.57,90.01,46.51,49.98,113953.63,247080.42,31.33,0.02,1170.93,4916.35,2630.85,729.68,504.99,608.06,142.49,316849.83,299053.21,10014382.62,28430845.47,90765.96,2.37,247087.78,1590428.58,618597.74,174203.43,75383.95,761610.75,4950630.11,9248930.36,2407623.82,2313665.42
2025-06-22,-4.34,-7.71,83.56,256.74,0.85,0.00,0.99,5.11,1.59,0.17,0.72,3.10,27.58,143.32,40.01,50.16,98373.54,230235.76,35.96,0.00,569.80,2146.46,1054.55,101.66,443.92,553.22,104.79,43793.51,394862.39,3874048.88,21602089.13,90396.00,0.00,16801.57,536602.19,163216.64,14297.27,54383.38,375283.95,2740325.65,6452387.69,1419686.47,1541494.61
2025-06-23,-5.54,-7.60,72.52,249.92,0.78,0.00,0.99,5.21,3.09,0.00,0.75,3.39,23.98,192.24,33.50,48.06,85518.60,224183.71,37.65,0.00,567.93,2190.41,1791.73,0.00,458.70,506.61,70.28,99165.13,334991.76,1107726.06,21175830.70,98478.17,0.00,-14359.05,533190.48,406299.80,0.00,62640.19,300546.37,1827942.49,5371908.16,1479830.88,1001764.88
2025-06-24,-4.45,-9.94,81.35,246.15,0.59,0.00,0.98,5.30,3.35,0.17,0.81,4.01,22.45,210.98,24.97,39.50,96430.58,220612.79,34.11,0.93,566.97,2225.28,2006.97,98.20,497.72,514.95,60.09,133139.44,459926.36,3903826.77,19357502.05,79015.38,-35.08,9717.29,475514.52,408437.33,9303.92,61237.41,452022.04,2019718.40,9391317.24,896866.23,1178020.30
2025-06-25,-5.92,-10.59,88.58,242.23,1.12,0.00,2.25,11.37,11.95,1.19,0.90,3.72,26.15,194.06,30.77,51.26,105266.32,216867.56,44.02,0.00,1297.83,4627.42,7542.12,703.09,552.27,519.09,64.74,109555.39,233052.57,8102760.19,20752095.13,125548.67,0.00,275323.97,1668003.94,2205673.20,220791.91,63324.82,509871.95,3928163.78,14481916.23,428595.72,135596.90
2025-06-26,-6.25,-7.42,94.45,268.21,1.31,0.64,14.80,27.69,52.63,4.56,0.70,6.11,63.83,41.37,44.87,55.38,112258.70,240662.65,52.84,727.90,8316.93,11839.54,35016.55,2687.15,428.27,621.51,90.22,1101055.16,269449.53,192269454.93,330346557.24,1321763.89,444163.33,39835228.73,51983234.96,165170646.53,8962232.98,98380.50,30194951.40,147681051.25,19574681.27,4848250.24,12492870.00
2025-06-27,-8.20,-6.07,96.72,283.89,1.21,0.00,16.53,29.78,49.20,4.57,0.52,5.61,56.07,36.50,43.69,46.61,114927.74,254773.35,52.27,0.00,9232.25,12519.30,32173.13,2695.28,314.81,649.82,1760.84,1497676.11,489889.57,30192154.55,57881557.54,309480.79,0.00,5305916.19,7630992.87,16674190.46,1428609.73,69301.66,1953205.29,17219367.42,6652478.71,5730233.08,6298016.78
2025-06-28,-5.38,-6.88,106.96,264.61,1.48,0.14,13.61,22.96,34.44,3.60,0.57,5.51,40.68,38.96,39.99,43.70,126751.38,238296.47,56.24,148.20,7594.97,9706.92,22242.42,2120.29,348.17,673.21,254.24,697311.50,458196.54,20596871.42,44605604.22,309687.04,36254.40,2901426.79,4629377.11,7919565.44,755493.01,85375.37,1296488.82,8521804.24,6675385.88,3746739.53,4045787.64
2025-06-29,-5.19,-3.34,107.34,269.33,1.07,0.00,9.64,28.56,34.93,2.32,0.56,3.92,39.92,43.88,26.06,37.75,127249.79,242579.57,47.90,0.00,5438.70,12169.04,22675.82,1370.44,343.03,690.18,182.64,782728.74,449648.40,20211232.39,51958440.40,303247.03,0.00,1963495.20,5599805.19,7688900.85,460599.27,104811.43,951168.07,8474080.07,8196747.06,3918746.46,5718239.26
2025-06-30,-6.78,-2.59,107.29,286.24,0.47,0.39,13.66,33.59,44.69,2.75,0.58,5.28,56.69,44.46,28.59,37.24,127194.79,258267.47,29.88,412.34,7626.83,14338.76,28372.73,1620.98,354.73,671.53,196.14,1113172.20,458816.55,22546287.57,65435860.80,222624.13,111807.55,3123108.67,7512321.30,11478264.62,604525.04,129362.62,1541084.02,13313638.15,9316654.99,5445103.14,6420419.15
2025-07-01,-7.19,-4.02,101.93,278.05,1.06,0.65,12.08,27.24,32.05,3.42,0.67,6.06,47.00,91.40,40.47,41.30,121025.75,250843.10,42.66,836.98,6718.93,11316.87,20053.85,2016.95,407.81,614.82,227.83,1178809.59,54565.52,19280428.05,42678135.07,167589.07,630634.79,4586037.72,9521640.35,11783408.22,2047600.74,68305.09,1753475.43,9135275.38,16662629.34,5106359.57,3763869.41
2025-07-02,-5.93,-4.05,106.71,259.00,1.51,1.21,7.97,26.17,29.68,3.22,0.68,4.67,42.03,105.72,41.34,43.53,126399.65,233776.37,56.96,1584.41,4489.83,10763.18,19142.75,1901.02,417.44,600.69,200.13,1123112.88,38521.65,18780801.91,29855412.34,208566.61,3177683.46,13382587.97,30885067.31,36299670.59,7311393.76,63215.69,5599606.43,7707036.81,15581662.44,2773165.08,2884358.07
2025-07-03,-5.86,-5.62,105.59,262.84,1.18,0.40,10.79,24.54,30.96,2.51,0.73,5.37,47.55,61.38,37.63,57.34,124963.54,237197.55,41.47,587.12,6002.33,10164.51,19194.26,1477.90,450.13,627.75,290.92,683610.70,38186.04,19576452.08,39253345.71,223645.54,203147.43,2663849.21,5809276.95,7774078.43,861155.72,86964.75,1378214.16,9745767.81,9771004.10,1311598.49,1739881.09
2025-07-04,-6.59,-6.83,100.35,260.30,0.97,0.00,1.23,18.29,16.97,0.30,0.80,4.94,42.82,103.24,46.60,59.66,118920.76,234401.37,38.56,0.00,709.42,7694.95,10274.92,175.19,489.49,579.59,172.21,363076.13,220291.85,11595539.69,36246508.01,192980.05,0.00,52984.62,2667883.32,3163450.29,34693.73,89944.71,897865.86,7196746.42,8493273.12,1875490.31,1299696.87
2025-07-05,-4.37,-5.87,82.25,252.69,1.00,0.00,1.05,6.91,4.65,0.00,0.75,2.33,27.33,141.52,34.13,51.84,97123.86,226566.29,36.30,0.66,607.23,2823.86,2817.66,2.61,460.78,554.22,127.40,23152.30,176542.20,2130361.04,21377494.32,110196.42,101.58,4269.50,540062.22,502023.56,-29.82,46790.92,216184.26,2571160.22,4943434.47,1154934.32,1020488.56
2025-07-06,-4.48,-5.57,104.48,246.73,1.03,0.00,4.93,14.66,9.72,1.15,0.72,4.27,36.63,73.19,35.25,45.09,123734.56,221020.06,37.27,0.00,2737.27,6021.44,5853.91,679.86,440.73,634.95,66.98,201962.92,238489.24,9672202.69,23211568.22,128034.68,0.00,792115.54,2130079.10,1589314.55,221684.93,58356.05,612925.04,5442600.71,4494503.50,1639358.32,2023941.20
2025-07-07,-6.38,-3.97,104.74,266.78,1.31,0.00,4.30,19.56,12.15,1.21,0.82,5.20,41.45,87.36,37.25,52.70,124241.76,239280.92,52.41,0.00,2385.84,8094.53,7331.18,715.99,501.72,612.67,97.01,421962.25,94331.37,11289134.03,27812006.08,160661.27,0.00,638764.50,2419102.14,1844441.20,193721.38,68045.15,835449.27,6535201.10,6896793.84,1966496.29,2346676.66
2025-07-08,-4.88,-5.00,88.84,265.37,1.86,0.00,1.09,13.59,7.43,0.55,0.76,4.52,24.71,181.69,31.68,42.85,105671.85,238100.97,61.97,0.27,628.34,5672.19,4432.33,322.35,472.55,542.47,108.62,104221.01,132321.36,2723823.87,25426229.92,185981.58,8.26,21814.18,1470026.12,972076.60,57260.15,62517.20,458064.16,3219878.38,8371706.09,1086488.20,1178393.09
2025-07-09,-5.27,-5.85,89.92,264.43,2.50,0.08,1.10,9.82,5.62,0.90,0.78,4.32,27.03,167.21,35.59,48.10,106702.17,237042.15,73.03,116.61,635.39,3992.82,3501.98,530.01,479.85,546.33,76.38,149511.73,220883.92,5672779.93,24263218.89,230263.30,6308.99,88687.68,1098079.79,721648.05,91897.52,64495.51,644672.95,4009735.38,11923432.47,1526597.58,1650899.95
2025-07-10,-5.79,-6.74,89.60,249.74,2.21,0.01,3.15,8.58,5.12,0.31,0.80,4.46,25.32,188.22,31.36,51.58,105609.20,223920.54,67.01,12.92,1749.27,3464.69,3204.69,185.47,488.69,522.75,85.99,174147.46,91823.49,4731770.09,17499437.79,151424.71,1104.06,255240.44,750594.41,568742.34,34120.14,45107.50,420550.30,3209154.52,10760349.60,465679.76,416916.39
2025-07-11,-6.20,-6.31,88.29,248.38,1.78,0.00,5.24,13.87,5.70,1.34,0.75,6.17,27.43,161.45,33.54,54.55,104056.00,222606.69,59.31,1.38,2905.81,5721.29,3432.54,787.52,458.40,534.65,67.15,168482.44,-5331.91,5930850.87,16997160.49,128182.32,292.52,629207.33,1666959.41,750609.93,208139.48,40776.27,576384.88,3733892.01,10090483.14,553155.46,578741.09
2025-07-12,-5.07,-6.16,92.72,243.61,0.83,0.00,1.55,14.97,6.77,1.94,0.70,4.60,31.44,104.29,40.08,59.69,109480.79,218507.35,42.31,1.33,894.70,6263.08,4370.97,1146.44,421.54,576.25,73.37,75212.10,-87785.26,8026861.76,20269342.20,99242.60,205.08,221689.80,2144932.81,973806.59,378301.82,45583.68,735563.06,4659250.88,7915448.94,603714.56,577435.89
2025-07-13,-5.56,-7.98,73.64,245.74,1.13,0.00,0.99,7.07,2.39,0.00,0.68,2.57,16.61,173.00,38.19,50.33,87255.39,220266.78,47.87,0.00,572.80,3308.91,1578.61,0.06,409.20,523.43,90.40,-3513.28,-13405.86,714104.57,17517317.65,102537.08,0.00,12014.14,601569.63,222562.00,-2.11,42212.49,287293.24,1854900.61,4459486.44,35675.06,-17163.06
2025-07-14,-5.70,-7.14,104.44,251.64,1.34,0.01,7.20,23.37,13.79,2.98,0.69,5.17,34.31,102.83,45.25,59.65,123887.05,225669.41,52.35,16.09,3989.80,9972.94,8608.83,1757.05,419.21,585.11,52.38,289837.24,-51131.01,9503424.02,22291847.15,151560.32,2316.03,1041117.28,3294899.00,2066275.42,483611.07,56287.04,760799.08,5459420.37,9341953.02,785971.43,961336.40
2025-07-15,-7.30,-3.23,106.41,290.82,1.24,0.35,4.33,34.48,21.00,2.83,0.89,7.19,41.62,89.43,30.49,42.61,126129.30,261443.86,49.49,370.99,2437.00,14728.52,12994.41,1670.23,542.67,633.88,98.84,604820.81,311031.64,10683296.88,34502610.84,210012.01,63657.06,649756.51,4695091.14,3168758.95,449368.55,106036.68,1165886.96,5897908.20,9521186.34,3272398.29,4530210.69
2025-07-16,-7.10,-4.64,103.00,260.30,1.37,0.15,5.02,29.10,16.19,1.66,0.94,6.31,41.95,95.81,41.94,55.91,122335.10,233759.09,47.31,156.14,2803.42,12495.12,9987.31,976.28,575.07,591.36,120.57,345102.60,17310.96,9416371.45,27357429.54,166959.82,30494.57,734768.19,3831661.49,2780971.54,236878.33,82776.05,1084793.71,5783805.01,7898736.51,1339048.80,1690684.85
2025-07-17,-5.82,-4.24,95.53,280.39,0.93,0.00,5.46,22.46,12.62,1.53,1.10,5.35,40.96,103.17,40.43,56.63,113660.52,251370.61,45.38,0.00,3027.63,9328.17,7551.94,903.19,675.04,588.81,105.58,197345.20,126652.22,9314245.45,29184771.63,134686.33,0.00,956710.97,3058892.54,2257384.06,282027.15,91784.25,845901.55,5256206.18,6585863.65,1684351.87,1947931.56
2025-07-18,-7.63,-3.21,105.86,308.20,1.41,0.00,2.29,28.15,10.94,2.58,1.22,6.41,43.22,70.77,36.84,46.25,125679.86,276186.64,54.81,0.03,1317.10,11824.91,6889.33,1520.90,749.74,649.35,102.18,592002.26,242188.84,12105462.00,38509381.21,232544.49,5.10,376219.42,4224732.49,1941773.70,471691.69,143020.81,1285189.05,5766825.33,7347077.59,3224741.72,3442280.92
2025-07-19,-5.34,-6.56,77.60,261.28,1.81,0.00,1.98,13.60,2.49,1.26,1.03,4.39,31.58,132.96,40.24,58.04,92151.19,233784.59,60.86,0.00,1139.63,6232.62,1525.54,741.56,627.46,545.57,125.40,-23948.88,10395.76,4569155.16,24145536.20,181330.65,0.00,189318.38,1646850.20,310130.28,195264.82,78153.66,603867.47,3268563.96,4701026.14,796531.36,261433.22
2025-07-20,-5.85,-6.30,102.73,262.40,2.06,0.00,1.65,16.65,3.45,2.21,0.90,4.64,39.95,68.90,47.74,58.88,121905.02,234869.11,54.37,7.02,949.92,7474.62,2063.41,1303.61,549.37,615.29,76.87,124609.77,32730.59,8387271.96,22800152.62,170190.13,1080.61,197385.62,2064547.04,464129.33,331905.54,66140.06,766220.40,4004175.39,5760781.33,924457.86,964598.31
2025-07-21,-5.08,-4.08,79.37,248.88,2.05,0.00,1.17,8.12,2.34,0.00,0.89,2.81,31.39,169.36,44.59,55.30,94361.45,222955.63,53.65,6.28,671.00,4057.68,1409.77,0.00,543.20,508.65,86.36,-3333.52,98084.81,1280991.97,18087979.53,143573.12,320.32,-18800.34,636228.47,140837.45,0.00,62048.82,300241.98,1889312.44,4538845.69,1343646.27,312148.93
2025-07-22,-4.38,-2.50,78.86,254.02,2.17,0.00,2.21,8.38,1.84,0.32,1.09,3.10,27.32,201.76,24.54,39.41,93640.42,227228.49,56.94,0.00,1273.86,4063.12,1099.06,190.17,667.74,514.33,50.54,72564.66,106943.75,1150034.86,17585272.63,143245.91,0.00,29784.99,695921.94,175489.73,31182.73,72729.15,294482.22,1427540.75,6123974.44,945582.25,1179964.81
2025-07-23,-4.72,-5.30,95.30,267.86,1.72,0.04,4.74,18.44,8.41,1.41,1.04,5.21,38.32,124.58,34.35,47.11,113256.00,239884.52,47.85,45.57,2648.75,8258.02,5273.99,829.19,640.56,580.85,50.04,166195.40,196820.69,7838823.28,23989865.90,148304.35,9605.59,828875.25,2255070.04,1486313.68,275913.32,88374.96,884424.37,3761990.03,7468740.68,1235149.91,1502737.93
2025-07-24,-6.54,-6.76,103.63,258.92,1.55,0.00,1.24,20.38,7.22,0.81,1.04,5.39,43.45,109.19,46.30,67.33,123613.58,232059.75,43.92,0.00,716.10,9230.31,4343.75,475.89,639.80,568.20,86.86,79637.27,-51560.29,7303001.93,23976783.59,127507.86,0.00,98126.81,2428738.82,1152494.95,100763.07,74107.42,917098.60,4911408.85,7092721.21,256966.62,-483245.79
2025-07-25,-4.95,-3.81,99.24,270.09,1.19,0.00,0.47,13.19,4.79,0.50,0.94,3.38,36.39,183.32,29.83,46.54,118632.89,242066.69,36.85,0.00,272.16,6174.52,2941.20,297.63,572.57,544.71,84.82,125327.47,-16444.49,5130611.24,19893277.62,95067.74,0.00,7181.87,914479.97,339940.48,29004.11,53532.52,291032.98,2874765.08,9434393.99,728189.20,1192641.33
2025-07-26,-3.42,-0.51,97.96,254.36,0.82,0.01,0.98,7.75,2.73,0.40,0.96,3.10,38.34,164.69,18.24,29.80,116990.37,227831.54,28.94,14.48,565.48,4028.35,1641.32,237.57,589.46,571.11,64.69,82784.66,34853.90,6401656.28,18736404.59,63606.02,2049.76,42306.42,603041.36,213139.72,39771.03,69428.37,277110.37,4164612.67,9131987.18,1237854.08,1886724.06
2025-07-27,-3.66,-7.42,100.07,223.41,0.83,0.00,0.99,7.00,2.20,0.00,0.97,1.73,35.37,152.85,27.44,53.97,119284.72,200038.94,29.43,0.09,567.95,3690.87,1308.90,0.00,594.16,546.40,70.68,32881.95,44228.33,3939969.12,11672736.32,49184.04,9.10,26102.03,390824.44,54792.89,0.00,40961.43,107109.29,2673258.22,6247917.72,366990.89,18703.09
2025-07-28,-4.11,-6.09,102.08,241.72,1.02,0.04,2.17,18.55,8.54,1.97,0.83,4.34,38.68,136.88,33.47,62.41,121875.20,216577.32,25.52,51.70,1250.54,8382.86,5465.33,1159.17,507.02,552.98,48.40,184398.57,-40447.63,8036030.23,22017651.42,88815.56,11672.84,431424.70,2838500.49,1584233.66,421237.63,60903.42,807542.78,4781359.08,9489711.87,592953.90,981933.65
2025-07-29,-6.66,-3.09,115.34,280.15,1.97,0.23,6.26,29.55,27.73,3.06,0.81,5.65,55.56,46.97,34.39,54.07,137835.59,251422.45,51.05,306.71,3498.50,13220.52,17166.55,1806.15,492.53,653.07,91.54,751595.59,98411.98,22725809.62,46576476.65,321491.54,76511.94,1604646.24,6624193.85,7001864.20,752696.56,117645.42,1558751.41,10330463.90,7405316.41,2682908.19,4332367.38
2025-07-30,-6.82,-3.44,115.03,285.84,1.54,0.01,5.04,32.15,16.12,2.81,0.80,5.06,51.32,74.31,34.58,47.66,137422.22,256317.52,44.79,11.33,2833.99,13653.86,9764.85,1655.92,487.60,637.75,182.52,662280.71,116791.59,14082199.65,34180871.46,198155.97,2368.13,844319.56,4698006.12,2652220.10,557445.51,81423.12,993666.44,7345343.67,9111169.85,2463867.89,3340917.90
2025-07-31,-5.84,-3.47,112.42,271.87,1.32,0.14,5.38,28.12,20.03,2.29,0.77,5.36,50.32,75.45,41.81,59.30,134422.71,243687.13,41.94,156.52,3029.41,12375.48,12297.10,1348.06,465.42,613.03,126.84,390766.89,125534.83,12796523.46,36012433.24,190599.78,42507.96,1088785.55,5153251.31,4007093.09,495563.94,89755.25,1215874.81,7808141.75,8929973.72,2266114.21,3450649.20
2025-08-01,-6.71,-3.32,115.77,293.48,0.63,0.00,4.93,37.17,17.43,2.93,0.70,5.29,55.59,55.26,41.39,44.86,138335.80,263299.89,21.35,4.25,2775.72,16021.95,10595.66,1727.60,419.39,651.04,133.84,772334.51,308716.25,17718329.77,45758480.00,144294.74,1080.21,935279.50,6328610.34,3392328.80,591787.14,105718.58,1195245.87,9081543.04,8969320.45,4275826.97,4101659.01
2025-08-02,-4.45,-3.89,111.45,257.99,1.21,0.11,3.09,24.04,10.48,3.10,0.66,3.75,47.45,73.04,41.66,53.89,133322.37,230836.07,37.92,114.87,1776.49,10573.94,6581.53,1829.18,393.99,618.16,158.06,248584.67,61584.33,12422288.46,30501804.73,150011.04,31484.84,554181.51,3975848.35,1950436.38,564189.56,66505.26,747171.94,6798168.08,8423488.69,1725447.05,1904325.26
2025-08-03,-4.17,-7.91,98.43,229.71,1.41,0.00,1.09,9.49,4.30,0.32,0.65,3.11,31.46,121.21,49.06,61.52,117790.09,205300.13,41.22,0.00,629.59,4516.12,2513.64,190.25,390.06,552.57,121.44,24397.62,-16781.34,5209314.80,16683026.42,96431.04,0.00,46331.29,885334.81,386464.57,37143.05,41095.51,393079.00,3283160.17,6487258.48,240240.02,34414.66
2025-08-04,-4.56,-4.13,79.25,236.72,1.51,0.00,0.99,10.66,7.54,0.09,0.64,3.23,27.03,161.26,50.13,56.52,94779.89,211678.36,42.88,1.61,570.90,5155.43,4819.62,54.90,388.51,506.47,64.88,46910.18,4029.08,1959538.07,23166989.02,136916.41,-36.21,-165.71,1290012.62,1032108.27,6001.68,56874.88,429467.18,3213285.45,4625035.60,683862.03,471407.29
2025-08-05,-5.97,-7.31,75.06,240.29,1.77,0.00,1.49,14.40,9.33,0.58,0.77,4.54,25.00,134.53,47.43,70.88,90026.13,215048.65,47.50,0.00,858.76,6765.69,5583.11,339.90,467.17,520.79,69.71,39739.88,-87299.24,3324962.87,20305701.65,138371.90,0.00,129304.24,1523052.40,1107557.58,97677.28,57524.52,645474.49,3312650.41,5868147.07,58626.21,-209280.55
2025-08-06,-5.30,-6.17,88.73,239.26,0.94,0.01,6.14,26.74,18.31,1.92,0.78,5.10,39.15,88.34,45.91,70.38,106438.87,214661.02,36.49,20.98,3447.79,11748.11,11371.60,1131.88,472.53,563.21,71.73,114134.33,-45243.81,10507256.02,28661726.49,148304.35,4202.50,1354409.73,4342948.02,4149639.42,391070.22,65386.64,1119463.40,7206562.84,7089125.78,734656.48,725129.41
2025-08-07,-6.32,-2.48,102.40,270.03,1.22,0.01,10.79,35.73,22.80,2.84,0.87,5.14,50.36,47.59,44.13,56.16,122828.40,242804.41,42.42,14.07,6013.87,15456.33,13951.14,1673.92,528.83,628.92,125.51,764959.80,68717.97,18776732.09,39436320.96,228373.62,2569.56,2137548.86,5974675.54,4532672.52,529210.00,99011.55,1232172.78,9538054.37,7333244.68,3671572.33,4783697.59
2025-08-08,-6.28,-2.75,102.65,270.86,1.04,0.00,2.91,27.53,10.84,1.22,0.84,5.00,44.31,97.81,28.65,49.38,123115.54,242970.23,38.28,0.00,1673.08,11834.58,6518.59,720.94,510.28,610.99,161.95,489912.12,196485.32,11025176.24,27030883.33,139673.39,0.00,299522.54,2962779.38,1444358.43,147414.87,77022.67,666756.53,6505112.95,9886419.27,2291602.96,3665178.06
2025-08-09,-4.37,-4.20,100.89,252.42,1.19,0.00,2.88,18.06,7.48,1.03,0.80,3.57,39.07,84.67,37.15,51.60,120917.67,225853.12,40.24,0.00,1655.86,7892.88,4387.18,607.75,477.92,610.96,106.57,168060.16,158948.93,8780953.34,20821575.02,122881.82,0.00,286312.33,1749432.21,854429.24,127977.94,59705.88,467365.85,5330656.85,6966629.56,1673815.88,2378121.89
2025-08-10,-4.84,-7.73,97.77,248.53,1.10,0.00,2.12,16.76,7.56,1.27,0.78,3.49,35.43,72.08,46.38,61.47,117095.16,222547.93,38.51,0.41,1220.94,7527.01,4520.55,750.74,469.70,608.37,87.79,192351.04,126204.69,8923552.35,18966177.88,104153.24,274.84,391644.39,2377821.12,858477.09,178762.29,42502.19,690497.85,4884641.68,6705177.72,1242248.96,1515077.94
2025-08-11,-5.31,-5.15,93.81,251.64,1.42,0.00,2.51,16.49,9.88,1.05,0.77,4.74,31.85,103.13,50.27,69.08,111934.08,225314.09,50.00,0.00,1446.17,7556.19,5804.68,617.78,463.01,564.05,89.55,171538.45,18488.17,8080490.02,21111577.79,123035.01,0.00,299689.19,1824170.36,1291476.64,156316.59,42023.75,717380.18,4538063.59,8734418.35,1432795.76,1739232.33
2025-08-12,-6.36,-3.77,93.57,260.11,1.71,0.00,4.61,28.07,18.13,1.69,0.75,4.28,36.78,81.48,42.87,65.24,111410.41,233204.40,56.11,0.03,2652.57,13049.76,11068.05,997.27,454.05,592.69,89.46,492641.70,90919.68,12001864.45,27945203.29,206263.82,2.41,731757.81,4250451.60,3307135.93,291192.92,68161.58,822016.31,6015058.35,8808101.39,1821293.28,2625069.04
2025-08-13,-6.07,-3.64,93.86,282.37,1.72,0.00,10.46,40.07,21.30,2.69,0.77,5.06,48.00,30.28,35.19,65.40,111730.53,253068.71,55.33,0.00,5901.68,18333.54,12675.17,1583.95,461.57,643.58,120.45,545314.20,58952.88,16111892.17,36813028.76,237447.34,0.00,2154796.48,6355825.53,4174619.09,559964.15,71529.84,1092063.98,8588711.32,4507902.00,2110555.99,3401121.72
