IASR ID,Power Station,Technology Type,Region,Sub-region,REZ Location,REZ ID,Status,Regional build cost zone,Maximum capacity (MW),Storage capacity (MWh),SP2025-26,ST2032-33,W2033,Minimum Stable Limit,No-Load  Heat Rate,Marginal Heat Rate,Pumping efficiency (%),Charge efficiency (%),Discharge efficiency (%),Allowable max state of charge (%),Allowable min state of charge (%),Round trip efficiency (%),Annual degradation (%),Max Ramp Up (MW/min),Max Ramp Down (MW/min),Maintenance - Proportion of time out (%),Maintenance - Equivalent average days per year on planned outage,Full outage (% of time),Partial outage (% of time),Full outage MTTR (hrs),Partial outage MTTR (hrs),Partial Outage Derating Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat rate (GJ/MWh HHV s.o.),Fuel cost ($/GJ),Scope 1 Emissions (kg/MWh),MLF,Auxiliary load (% of nameplate capacity),SRMC ($/MWh),Expected Closure Year (Calendar year),Retirement / Rehabilitation cost ($/MW),Fault Level Replacement Cost ($M)
Woolsthorpe Wind Farm,Woolsthorpe Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Anticipated,Not Applicable,72,,0,72,72,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,1.00,0.07,0.00,2061,152000,not found
BALB1,Ballarat Energy Storage System,Battery storage (1hr storage),VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,30,30,29,20,20,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2033,31000,not found
BOWWBA1,Bolivar Waste Water Treatment BESS,Battery storage (2hrs storage),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,3,5,2,2,2,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2045,49000,not found
BBATTERY,Bouldercombe Battery project,Battery storage (2hrs storage),QLD,CQ,Fitzroy,Q6,Existing,Not Applicable,50,100,50,46,46,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.94,0.12,0.00,2042,49000,not found
BULBES1,Bulgana Green Power Hub BESS,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,20,34,20,20,20,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.89,0.12,0.00,2049,49000,not found
DALNTH1,Dalrymple BESS,Battery storage (1hr storage),SA,CSA,Yorke Peninsula,S4,Existing,Not Applicable,30,9,30,0,0,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.93,0.12,0.00,2030,31000,not found
DPNTB1,Darlington Point Energy Storage System,Battery storage (2hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,25,50,25,25,25,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.95,0.12,0.00,2051,49000,not found
GANNB1,Gannawarra Energy Storage System,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,25,50,25,25,25,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2033,49000,not found
HVWWBA1,Happy Valley Reservoir BESS,Battery storage (2hrs storage),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,6,9,4,4,4,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2041,49000,not found
HPR1,Hornsdale Power Reserve Unit 1,Battery storage (1hr storage),SA,CSA,Mid-North SA,S3,Existing,Not Applicable,150,178,150,150,150,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2057,31000,not found
LBBG1,Lake Bonney BESS,Battery storage (2hrs storage),SA,SESA,South East SA,S1,Existing,Not Applicable,25,52,25,25,25,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2034,49000,not found
PIBESS1,Philip Island BESS,Battery storage (2hrs storage),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,5,10,5,5,5,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2038,49000,not found
QBYNB1,Queanbeyan BESS,Battery storage (2hrs storage),NSW,SNSW,Tumut,N7,Existing,Not Applicable,10,20,10,10,10,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.96,0.12,0.00,2033,49000,not found
RANGEB1,Rangebank BESS,Battery storage (2hrs storage),VIC,MEL,Not Applicable,Not Applicable,Existing,Not Applicable,200,400,200,200,200,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2044,49000,not found
RESS1G,Riverina Energy Storage System 1,Battery storage (2hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,60,120,60,60,60,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.94,0.12,0.00,2051,49000,not found
RIVNB2,Riverina Energy Storage System 2,Battery storage (2hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,65,130,65,65,65,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.94,0.12,0.00,2051,49000,not found
VBB1,Victorian Big Battery,Battery storage (2hrs storage),VIC,MEL,Not Applicable,Not Applicable,Existing,Not Applicable,300,470,50,50,240,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2041,49000,not found
WALGRV1,Wallgrove Grid Battery project,Battery storage (2hrs storage),NSW,SNW,Not Applicable,Not Applicable,Existing,Not Applicable,50,75,50,50,50,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2036,49000,not found
WANDB1,Wandoan South BESS,Battery storage (2hrs storage),QLD,SQ,Darling Downs,Q8a,Existing,Not Applicable,100,150,100,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.01,0.12,0.00,2051,49000,not found
ADPBA1,Adelaide Desalination Plant BESS,Battery storage (2hrs storage),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,8,13,6,6,6,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2041,49000,not found
BLYTHB1,Blyth BESS,Battery storage (2hrs storage),SA,CSA,Mid-North SA,S3,Existing,Not Applicable,200,400,194,200,200,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.01,0.12,0.00,2044,49000,not found
BHBG1,Broken Hill BESS,Battery storage (1hr storage),NSW,SNSW,Broken Hill,N4,Committed,Not Applicable,50,50,50,50,50,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.95,0.12,0.00,2043,31000,not found
CAPBES1,Capital Battery,Battery storage (2hrs storage),NSW,SNSW,Tumut,N7,Committed,Not Applicable,100,200,96,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.04,0.12,0.00,2048,49000,not found
CHBESSG1,Chinchilla BESS,Battery storage (2hrs storage),QLD,SQ,Darling Downs,Q8a,Committed,Not Applicable,100,200,100,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2038,49000,not found
CBWWBA1,Christies Beach Wastewater Treatment Plant BESS,Battery storage (2hrs storage),SA,CSA,Not Applicable,Not Applicable,Committed,Not Applicable,2,4,2,2,2,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2041,49000,not found
Clements Gap BESS,Clements Gap BESS,Battery storage (2hrs storage),SA,CSA,Mid-North SA,S3,Committed,Not Applicable,60,120,60,60,60,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.96,0.12,0.00,2046,49000,not found
Eraring Big Battery,Eraring Big Battery,Battery storage (2hrs storage),NSW,SNW,Hunter Central Coast,N9,Committed,Not Applicable,460,1773,460,460,460,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2045,49000,not found
GREENB1,Greenbank BESS,Battery storage (2hrs storage),QLD,SQ,Not Applicable,Not Applicable,Committed,Not Applicable,200,400,200,200,200,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2044,49000,not found
HBESS1,Hazelwood BESS,Battery storage (1hr storage),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,200,162,150,150,150,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2043,31000,not found
Koorangie Energy Storage System,Koorangie Energy Storage System,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Committed,Not Applicable,185,370,185,185,185,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.97,0.12,0.00,2055,49000,not found
LaTrobe Valley BESS,LaTrobe Valley BESS,Battery storage (2hrs storage),VIC,SEV,Not Applicable,Not Applicable,Committed,Not Applicable,100,200,100,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2045,49000,not found
Liddell BESS,Liddell BESS,Battery storage (4hrs storage),NSW,CNSW,Hunter Central Coast,N9,Committed,Not Applicable,500,1000,500,500,500,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,21.59,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2046,94000,not found
Lockhart Hybrid Facility - Battery,Lockhart Hybrid Facility - Battery,Battery storage (2hrs storage),NSW,SNSW,Wagga Wagga,N6,Committed,Not Applicable,10,20,10,10,10,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.87,0.12,0.00,2056,49000,not found
Melbourne Renewable Energy Hub - Side A,Melbourne Renewable Energy Hub - Side A,Battery storage (2hrs storage),VIC,MEL,Not Applicable,Not Applicable,Committed,Not Applicable,600,1600,600,600,600,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2050,49000,not found
QPBESS,Quorn Park BESS,Battery storage (2hrs storage),NSW,CNSW,Not Applicable,Not Applicable,Committed,Not Applicable,28,40,20,20,20,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2045,49000,not found
TB2BG1,Tailem Bend Battery Project,Battery storage (2hrs storage),SA,SESA,South East SA,S1,Committed,Not Applicable,42,84,40,41,41,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2048,49000,not found
Tarong BESS,Tarong BESS,Battery storage (1hr storage),QLD,SQ,Western Downs,Q8c,Committed,Not Applicable,300,600,300,300,300,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2045,31000,not found
Templers BESS,Templers BESS,Battery storage (2hrs storage),SA,CSA,Mid-North SA,S3,Committed,Not Applicable,111,291,111,111,111,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.01,0.12,0.00,2049,49000,not found
TIB1,Torrens Island BESS,Battery storage (1hr storage),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,251,250,251,251,251,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2043,31000,not found
ULBESS,Ulinda Park BESS,Battery storage (2hrs storage),QLD,SQ,Darling Downs,Q8a,Committed,Not Applicable,155,298,139,155,155,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2065,49000,not found
WTAHB1,Waratah Super Battery,Battery storage (2hrs storage),NSW,SNW,Not Applicable,Not Applicable,Committed,Not Applicable,850,1680,150,850,850,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2065,49000,not found
WDBESS1,Western Downs Battery,Battery storage (1hr storage),QLD,SQ,Darling Downs,Q8a,Committed,Not Applicable,255,510,255,255,255,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2048,31000,not found
Aldoga BESS Stage 1,Aldoga BESS Stage 1,Battery storage (1hr storage),QLD,GG,Not Applicable,Not Applicable,Anticipated,Not Applicable,400,400,0,400,400,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.95,0.12,0.00,2049,31000,not found
Brendale BESS,Brendale BESS,Battery storage (2hrs storage),QLD,SQ,Not Applicable,Not Applicable,Anticipated,Not Applicable,205,410,205,205,205,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2066,49000,not found
Bungama Solar BESS,Bungama Solar BESS,Battery storage (2hrs storage),SA,CSA,Mid-North SA,S3,Committed,Not Applicable,150,300,150,150,150,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.92,0.12,0.00,2046,49000,not found
Eraring Big Battery 2,Eraring Big Battery 2,Battery storage (2hrs storage),NSW,SNW,Not Applicable,Not Applicable,Anticipated,Not Applicable,240,1030,0,240,240,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2057,49000,not found
GBBATT1,Gawara Baya Wind Farm BESS,Battery storage (2hrs storage),QLD,NQ,Northern Qld,Q3,Anticipated,Not Applicable,104,208,0,104,104,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2053,49000,not found
Gnarwarre BESS,Gnarwarre BESS,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Anticipated,Not Applicable,290,550,0,250,250,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2054,49000,not found
Limondale BESS,Limondale BESS,Battery storage (8hrs storage),NSW,SNSW,South West NSW,N5,Anticipated,Not Applicable,50,400,50,50,50,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,37.98,0.00,0.00,0.00,0.00,0.85,0.12,0.00,2046,166000,not found
LGAPBS1,Lincoln Gap Wind Farm BESS,Battery storage (1hr storage),SA,NSA,Northern SA,S5,Anticipated,Not Applicable,10,10,10,10,10,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.97,0.12,0.00,2045,31000,not found
Mannum BESS,Mannum BESS,Battery storage (2hrs storage),SA,CSA,Not Applicable,Not Applicable,Anticipated,Not Applicable,100,200,100,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2044,49000,not found
Maryvale Solar Farm BESS,Maryvale Solar Farm BESS,Battery storage (2hrs storage),NSW,CNSW,Central-West Orana,N3,Anticipated,Not Applicable,172,408,172,172,172,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.92,0.12,0.00,2062,49000,not found
Mortlake Battery,Mortlake Battery,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Anticipated,Not Applicable,300,600,300,300,300,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.99,0.12,0.00,2056,49000,not found
Mortlake Energy Hub BESS,Mortlake Energy Hub BESS,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Anticipated,Not Applicable,316,1200,0,268,268,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2062,49000,not found
Mt Fox BESS,Mt Fox BESS,Battery storage (2hrs storage),QLD,NQ,Northern QLD,Q3,Additional policy-supported project,Not Applicable,300,600,0,300,300,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2049,49000,not found
New England Solar Farm BESS,New England Solar Farm BESS,Battery storage (1hr storage),NSW,NNSW,New England,N2,Anticipated,Not Applicable,200,400,200,200,200,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.88,0.12,0.00,2076,31000,not found
ORANA,Orana BESS,Battery storage (2hrs storage),NSW,CNSW,Central-West Orana,N3,Committed,Not Applicable,415,1660,374,415,415,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.92,0.12,0.00,2066,49000,not found
Richmond Valley BESS,Richmond Valley BESS,Battery storage (8hrs storage),NSW,NNSW,Not Applicable,Not Applicable,Anticipated,Not Applicable,275,2200,275,275,275,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,37.98,0.00,0.00,0.00,0.00,0.88,0.12,0.00,2046,166000,not found
Silver City Energy Storage,Silver City Energy Storage,Battery storage (8hrs storage),NSW,SNSW,Broken Hill,N4,Anticipated,Not Applicable,200,1600,0,200,200,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,37.98,4.45,0.00,0.00,0.00,0.86,0.12,4.45,2058,166000,not found
Smithfield BESS,Smithfield BESS,Battery storage (2hrs storage),NSW,SNW,Not Applicable,Not Applicable,Anticipated,Not Applicable,86,130,65,65,65,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2040,49000,not found
Stanwell BESS,Stanwell BESS,Battery storage (2hrs storage),QLD,CQ,Fitzroy,Q6,Anticipated,Not Applicable,300,600,300,300,300,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.93,0.12,0.00,2046,49000,not found
Swanbank BESS,Swanbank BESS,Battery storage (2hrs storage),QLD,SQ,Not Applicable,Not Applicable,Anticipated,Not Applicable,250,500,250,250,250,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2045,49000,not found
TRGBESS,Terang BESS,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Anticipated,Not Applicable,144,200,100,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2056,49000,not found
Wooreen Energy Storage System,Wooreen Energy Storage System,Battery storage (4hrs storage),VIC,SEV,Not Applicable,Not Applicable,Anticipated,Not Applicable,350,1400,0,350,350,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,21.59,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2047,94000,not found
Kogan Gas,Brigalow GT,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Additional policy-supported project,Not Applicable,400,,0,400,400,104,720.00,9.13,not found,not found,not found,not found,not found,not found,not found,80,80,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,10.93,15.05,372.18,0.97,1.50,176.50,2068,37000,not found
Fulham Solar Farm,Fulham Solar Farm,Large scale Solar PV,VIC,SEV,Not Applicable,Not Applicable,Committed,Not Applicable,101,,0,80,80,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2063,110000,not found
Solar River Solar Farm,Solar River Solar Farm,Large scale Solar PV,SA,CSA,Riverland,S2,Additional policy-supported project,Not Applicable,256,,0,77,117,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.97,0.01,0.00,2056,110000,not found
Coppabella Wind Farm,Coppabella Wind Farm,Wind,NSW,SNSW,Tumut,N7,Anticipated,Not Applicable,290,,0,270,270,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.95,0.07,0.00,2057,152000,not found
Derby Solar Project BESS,Derby Solar Project BESS,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Additional policy-supported project,Not Applicable,95,110,0,3,3,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2057,49000,not found
Fulham Solar Farm BESS,Fulham Solar Farm BESS,Battery storage (1hr storage),VIC,SEV,Not Applicable,Not Applicable,Committed,Not Applicable,64,128,0,64,64,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,9.16,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2063,31000,not found
Goulburn River BESS,Goulburn River BESS,Battery storage (8hrs storage),NSW,CNSW,Not Applicable,Not Applicable,Additional policy-supported project,Not Applicable,50,400,0,50,50,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,37.98,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2047,166000,not found
Hallett BESS,Hallett BESS,Battery storage (4hrs storage),SA,CSA,Mid-North SA,S3,Additional policy-supported project,Not Applicable,50,200,50,50,50,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,21.59,0.00,0.00,0.00,0.00,0.97,0.12,0.00,2047,94000,not found
Horsham Solar Farm BESS,Horsham Solar Farm BESS,Battery storage (2hrs storage),VIC,WNV,Not Applicable,Not Applicable,Additional policy-supported project,Not Applicable,100,200,0,0,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.89,0.12,0.00,2047,49000,not found
Limestone Coast West BESS,Limestone Coast West BESS,Battery storage (2hrs storage),SA,SESA,South East SA,S1,Additional policy-supported project,Not Applicable,250,500,0,250,250,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2047,49000,not found
Solar River Solar Farm BESS,Solar River Solar Farm BESS,Battery storage (4hrs storage),SA,CSA,Riverland,S2,Additional policy-supported project,Not Applicable,123,225,0,0,256,not found,not found,not found,not found,93,93,100,0,85,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,21.59,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2047,94000,not found
Springvale Energy Hub BESS,Springvale Energy Hub BESS,Battery storage (2hrs storage),VIC,MEL,Not Applicable,Not Applicable,Additional policy-supported project,Not Applicable,115,230,0,115,115,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.98,0.12,0.00,2047,49000,not found
Mornington BESS,Mornington BESS,Battery storage (2hrs storage),VIC,SEV,Not Applicable,Not Applicable,Anticipated,Not Applicable,240,480,240,240,240,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,1.00,0.12,0.00,2046,49000,not found
Tamworth BESS,Tamworth BESS,Battery storage (2hrs storage),NSW,NNSW,Not Applicable,Not Applicable,Anticipated,Not Applicable,100,100,0,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.84,0.12,0.00,2047,49000,not found
Tamworth BESS 2,Tamworth BESS,Battery storage (2hrs storage),NSW,NNSW,Not Applicable,Not Applicable,Anticipated,Not Applicable,100,200,0,100,100,not found,not found,not found,not found,92,92,100,0,84,1.8,not found,not found,0.00,0.00,2.84%,,66.58,,,13.54,0.00,0.00,0.00,0.00,0.84,0.12,0.00,2047,49000,not found
